,Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
1361,4117,T-shirt,129.0,2023-09-03,1.6,Credit Card
1362,4044,Coat,110.0,2022-12-14,4.0,Cash
1363,4054,Sunglasses,130.0,2023-03-03,2.5,Cash
1364,3981,Scarf,91.0,2022-12-24,1.7,Credit Card
1365,4066,Slippers,104.0,2023-09-03,3.3499999999999996,Credit Card
1366,4045,Tank Top,21.0,2023-04-11,4.3,Cash
1367,4048,T-shirt,66.0,2023-01-20,3.3,Cash
1368,4062,Trench Coat,14.0,2023-04-28,4.6,Credit Card
1369,4046,Overalls,159.0,2023-08-03,4.8,Credit Card
1370,3971,Trench Coat,116.0,2022-10-11,4.5,Credit Card
1371,4019,Romper,60.0,2023-07-28,4.5,Cash
1372,4020,Camisole,107.0,2022-11-17,2.5,Cash
1373,4017,Flannel Shirt,72.0,2022-12-20,2.2,Credit Card
1374,4122,Sandals,177.0,2023-01-24,1.6,Cash
1375,4036,Blazer,96.0,2023-05-24,4.2,Cash
1376,4108,Gloves,135.0,2023-04-06,4.8,Credit Card
1377,3978,Cardigan,174.0,2023-02-06,3.8,Credit Card
1378,3973,Romper,127.0,2022-10-06,1.3,Cash
1379,4035,Sneakers,110.0,2023-01-03,4.2,Cash
1380,3986,Sun Hat,53.0,2023-07-11,3.8,Cash
1381,4043,Shorts,110.0,2023-02-15,2.7,Cash
1382,4000,Coat,57.0,2023-07-20,4.4,Cash
1383,3962,Gloves,148.0,2023-05-21,2.1,Cash
1384,4094,Dress,25.0,2023-04-27,4.7,Cash
1385,4040,Polo Shirt,29.0,2023-09-27,4.6,Cash
1386,3966,Boots,181.0,2022-11-01,3.4,Credit Card
1387,4074,Cardigan,110.0,2023-02-06,2.2,Cash
1388,4065,Dress,110.0,2023-08-10,2.7,Cash
1389,4102,Handbag,110.0,2023-04-12,3.2,Cash
1390,4088,Pants,27.0,2023-08-30,4.0,Cash
1391,4064,Sneakers,12.0,2023-05-19,1.3,Credit Card
1392,4025,Blouse,126.0,2022-10-02,1.5,Cash
1393,3962,Sneakers,168.0,2022-12-08,3.5,Cash
1394,4077,Sweater,167.0,2023-03-01,1.1,Credit Card
1395,4107,Backpack,178.0,2023-02-03,4.6,Cash
1396,3962,Boots,11.0,2023-04-12,1.1,Credit Card
1397,4038,Scarf,115.0,2023-03-13,3.8,Cash
1398,4053,Polo Shirt,110.0,2022-12-09,4.2,Credit Card
1399,4103,Shorts,80.0,2023-09-20,4.1,Credit Card
1400,4056,T-shirt,83.0,2023-03-08,2.4,Cash
1401,4039,Backpack,110.0,2022-10-23,3.9,Cash
1402,4103,Raincoat,182.0,2023-03-31,3.0,Cash
1403,3982,Handbag,55.0,2023-04-01,4.7,Cash
1404,4082,Loafers,110.0,2023-01-23,1.3,Credit Card
1405,3982,Swimsuit,110.0,2023-09-24,2.3,Cash
1406,4009,Leggings,110.0,2023-05-07,1.5,Cash
1407,4043,Hoodie,110.0,2023-02-09,4.2,Cash
1408,4084,Romper,100.0,2023-06-15,1.3,Credit Card
1409,4085,Sun Hat,111.0,2022-11-11,1.6,Credit Card
1410,4043,Sandals,110.0,2023-09-25,4.1,Credit Card
1411,3999,Camisole,127.0,2023-07-01,1.0,Credit Card
1412,4114,Blouse,188.0,2023-05-15,3.0,Credit Card
1413,4033,Tie,185.0,2023-04-08,4.5,Cash
1414,4050,Flip-Flops,30.0,2023-02-21,1.6,Cash
1415,4068,Cardigan,176.0,2023-09-14,4.5,Credit Card
1416,4008,Leggings,33.0,2022-10-10,4.5,Cash
1417,4084,Sweater,106.0,2023-02-03,1.4,Credit Card
1418,4119,Handbag,24.0,2023-04-24,3.8,Cash
1419,3976,T-shirt,189.0,2023-09-26,4.0,Credit Card
1420,4094,Raincoat,110.0,2023-02-18,3.1,Credit Card
1421,4011,Gloves,121.0,2023-06-20,3.2,Credit Card
1422,4030,Camisole,94.0,2023-07-08,1.0,Credit Card
1423,4024,Sneakers,34.0,2022-12-16,1.9,Credit Card
1424,3969,Hat,20.0,2022-12-01,2.6,Cash
1425,4033,Sandals,187.0,2023-03-31,3.45,Credit Card
1426,4103,Jeans,131.0,2023-07-20,3.1,Credit Card
1427,4059,Polo Shirt,29.0,2023-05-21,1.8,Credit Card
1428,4014,Wallet,81.0,2023-06-14,3.4,Credit Card
1429,4116,Jumpsuit,154.0,2023-02-06,2.2,Cash
1430,3980,Jumpsuit,55.0,2023-06-24,4.5,Credit Card
1431,4105,Slippers,90.0,2023-04-09,3.3499999999999996,Cash
1432,3981,Skirt,110.0,2023-02-20,1.0,Cash
1433,4108,Camisole,46.0,2023-10-01,1.8,Cash
1434,4043,Poncho,192.0,2023-04-24,3.2,Cash
1435,4026,Tank Top,29.0,2023-04-30,3.8,Credit Card
1436,3974,Pajamas,154.0,2022-12-18,1.3,Cash
1437,4102,Backpack,109.0,2023-01-11,2.3,Cash
1438,4092,Sandals,148.0,2022-12-06,1.6,Cash
1439,4078,Handbag,199.0,2023-01-28,3.4,Cash
1440,4066,Handbag,110.0,2023-05-09,3.0,Cash
1441,4010,Loafers,195.0,2022-10-21,2.7,Credit Card
1442,4045,Sun Hat,110.0,2023-04-15,3.9,Credit Card
1443,3976,Scarf,98.0,2023-04-26,3.6,Credit Card
1444,4034,Bowtie,110.0,2023-05-27,2.0,Credit Card
1445,4086,Gloves,29.0,2023-08-07,1.3,Credit Card
1446,4033,Leggings,167.0,2023-08-17,2.6500000000000004,Credit Card
1447,4067,Sneakers,111.0,2023-06-29,3.9,Cash
1448,4095,Scarf,93.0,2023-04-28,4.3,Cash
1449,4037,Slippers,110.0,2023-02-24,3.3499999999999996,Cash
1450,4008,Handbag,125.0,2023-07-28,3.9,Cash
1451,4063,Tunic,101.0,2022-11-08,2.3,Cash
1452,4059,Vest,106.0,2022-12-07,1.4,Credit Card
1453,4021,Pants,184.0,2023-04-10,4.7,Credit Card
1454,4116,Bowtie,107.0,2023-07-26,3.7,Credit Card
1455,4088,Gloves,110.0,2023-03-09,1.3,Credit Card
1456,4073,Camisole,73.0,2023-07-19,4.4,Credit Card
1457,4097,Camisole,31.0,2023-06-07,4.0,Credit Card
1458,4003,Belt,107.0,2023-09-08,3.0,Cash
1459,3961,Swimsuit,172.0,2022-12-30,2.3,Credit Card
1460,4117,Pants,110.0,2022-12-10,1.8,Credit Card
1461,4089,Onesie,102.0,2022-10-27,1.2,Credit Card
1462,4004,Hoodie,110.0,2023-02-10,2.9,Credit Card
1463,4104,Kimono,110.0,2023-01-05,4.7,Cash
1464,4084,Hat,102.0,2023-08-07,4.9,Cash
1465,4011,Overalls,36.0,2023-06-27,4.6,Cash
1466,4076,Hat,110.0,2023-04-18,1.6,Cash
1467,4025,Hat,110.0,2023-01-04,2.7,Cash
1468,4120,Socks,152.0,2022-12-25,2.4,Credit Card
1469,4093,Sunglasses,36.0,2023-04-30,2.3,Cash
1470,4114,Kimono,110.0,2023-07-17,3.5,Cash
1471,4068,Camisole,33.0,2023-08-15,1.1,Cash
1472,4101,Hat,93.0,2022-12-06,3.6,Credit Card
1473,4117,Backpack,13.0,2022-10-07,3.4,Cash
1474,3972,Cardigan,109.0,2023-04-16,1.4,Credit Card
1475,4090,Jeans,195.0,2023-05-03,1.6,Credit Card
1476,4008,Blazer,72.0,2023-04-23,1.1,Credit Card
1477,4050,Coat,53.0,2022-11-08,2.2,Cash
1478,4075,Hat,53.0,2023-05-22,3.2,Cash
1479,3994,Vest,110.0,2023-07-20,2.9,Cash
1480,4018,Umbrella,136.0,2023-07-27,2.7,Credit Card
1481,3995,Loafers,110.0,2023-04-28,1.6,Cash
1482,4033,Socks,110.0,2022-12-31,1.2,Cash
1483,4068,Jacket,86.0,2023-01-06,1.3,Cash
1484,4062,Pants,29.0,2023-03-27,2.9,Cash
1485,4038,Jacket,73.0,2023-04-13,1.9,Credit Card
1486,3973,Belt,136.0,2023-08-10,4.2,Credit Card
1487,4119,Boots,60.0,2023-07-31,1.1,Credit Card
1488,4009,Overalls,44.0,2023-08-05,1.6,Credit Card
1489,4062,Backpack,111.0,2023-09-03,3.7,Cash
1490,4025,Vest,168.0,2022-12-20,1.5,Credit Card
1491,4030,Skirt,94.0,2023-07-30,2.1,Credit Card
1492,4122,Camisole,120.0,2023-08-06,4.2,Cash
1493,3998,Flannel Shirt,176.0,2023-07-09,2.5,Credit Card
1494,4022,Blouse,44.0,2023-02-05,1.3,Credit Card
1495,4110,Camisole,164.0,2023-01-20,2.7,Cash
1496,4017,Tunic,61.0,2023-03-15,2.3,Credit Card
1497,4060,T-shirt,55.0,2023-07-12,4.5,Credit Card
1498,4018,Loafers,91.0,2023-06-03,4.7,Credit Card
1499,3986,Skirt,187.0,2023-04-24,4.1,Credit Card
1500,3995,Pajamas,157.0,2023-07-13,3.3,Credit Card
1501,4006,Pajamas,93.0,2023-06-22,1.8,Cash
1502,3964,Jeans,110.0,2023-05-27,2.3,Cash
1503,4019,Shorts,154.0,2023-09-30,4.9,Cash
1504,4036,T-shirt,110.0,2023-06-12,3.4,Credit Card
1505,4075,Tunic,56.0,2023-05-20,4.3,Cash
1506,4081,Backpack,150.0,2023-08-10,2.9,Cash
1507,4100,Dress,110.0,2023-01-05,3.05,Credit Card
1508,4068,Blouse,191.0,2023-04-10,1.4,Credit Card
1509,4065,Boots,84.0,2023-05-12,3.5,Credit Card
1510,4122,Jumpsuit,27.0,2022-10-08,3.3,Cash
1511,3966,Hoodie,114.0,2023-03-05,3.4,Credit Card
1512,4008,Sneakers,45.0,2022-12-03,4.8,Cash
1513,3997,Pants,71.0,2023-02-05,2.8,Cash
1514,4026,Handbag,49.0,2023-02-09,4.2,Cash
1515,3991,Loafers,106.0,2023-06-27,1.6,Credit Card
1516,3964,T-shirt,110.0,2022-12-29,1.2,Credit Card
1517,4023,T-shirt,132.0,2022-10-27,3.5,Cash
1518,4028,Skirt,146.0,2023-06-26,4.3,Credit Card
1519,4097,Polo Shirt,187.0,2023-02-07,1.6,Cash
1520,4002,Poncho,19.0,2023-08-09,2.3,Cash
1521,4121,Trousers,102.0,2023-02-05,3.4,Credit Card
1522,3967,Romper,147.0,2022-11-19,4.3,Credit Card
1523,4081,Hoodie,31.0,2023-03-18,4.8,Credit Card
1524,3962,Socks,110.0,2023-01-12,1.5,Cash
1525,3971,Blouse,180.0,2023-08-06,3.9,Cash
1526,3978,Onesie,175.0,2023-06-29,4.2,Cash
1527,4037,Tunic,154.0,2023-01-07,4.2,Credit Card
1528,4111,Sunglasses,183.0,2023-08-04,4.3,Cash
1529,4033,Bowtie,94.0,2022-11-14,2.95,Cash
1530,3973,Coat,120.0,2022-12-20,1.6,Credit Card
1531,4061,Blazer,110.0,2022-12-05,3.1,Credit Card
1532,4050,Trousers,110.0,2023-04-26,4.0,Cash
1533,3980,Onesie,142.0,2022-10-07,3.1,Credit Card
1534,4058,Pants,186.0,2022-10-17,4.6,Cash
1535,3992,Boots,124.0,2022-10-04,3.5,Credit Card
1536,4017,Sweater,128.0,2022-11-05,3.4,Credit Card
1537,3985,Polo Shirt,160.0,2023-02-27,1.4,Credit Card
1538,4103,Tank Top,48.0,2023-03-03,2.1,Cash
1539,4085,Sneakers,16.0,2022-10-27,2.8,Credit Card
1540,3987,Handbag,85.0,2023-09-01,1.5,Credit Card
1541,4090,Polo Shirt,31.0,2023-09-04,1.5,Credit Card
1542,4105,Shorts,110.0,2023-09-24,3.2,Cash
1543,4091,Jeans,46.0,2023-05-28,2.3,Cash
1544,4021,Dress,97.0,2023-04-24,3.2,Cash
1545,4084,Skirt,62.0,2022-12-16,3.6,Cash
1546,3980,Polo Shirt,99.0,2023-08-13,2.3,Credit Card
1547,4017,Cardigan,122.0,2022-11-05,1.1,Cash
1548,4110,Skirt,125.0,2023-03-07,3.3,Cash
1549,3988,Trench Coat,86.0,2023-08-31,4.5,Credit Card
1550,4037,Tie,110.0,2023-09-05,3.1,Credit Card
1551,4041,Pants,15.0,2023-01-26,1.5,Credit Card
1552,4106,T-shirt,175.0,2022-10-19,3.3,Credit Card
1553,4056,Gloves,110.0,2023-02-24,3.2,Credit Card
1554,4017,Jeans,199.0,2023-07-17,3.1,Credit Card
1555,4065,Gloves,54.0,2022-11-07,1.9,Credit Card
1556,4012,Belt,94.0,2023-01-21,4.9,Credit Card
1557,3993,Pajamas,128.0,2023-03-04,2.7,Credit Card
1558,3984,Pants,113.0,2022-12-01,3.0,Credit Card
1559,4001,Raincoat,57.0,2022-10-10,3.1,Cash
1560,4011,Backpack,120.0,2023-01-14,2.6,Cash
1561,4027,Cardigan,198.0,2023-06-23,4.3,Credit Card
1562,4069,Gloves,60.0,2023-07-23,2.8,Credit Card
1563,4061,Umbrella,119.0,2023-06-12,4.6,Credit Card
1564,4022,Pajamas,190.0,2023-03-15,2.0,Credit Card
1565,4107,Umbrella,81.0,2022-12-18,3.2,Credit Card
1566,3971,Romper,26.0,2023-08-23,3.4,Credit Card
1567,4082,Shorts,147.0,2023-07-07,1.9,Credit Card
1568,4093,Kimono,110.0,2023-05-30,2.95,Credit Card
1569,4052,Coat,127.0,2022-12-08,1.9,Cash
1570,3985,Shorts,110.0,2022-10-18,4.5,Cash
1571,4038,Gloves,135.0,2023-07-31,2.3,Cash
1572,4096,Skirt,173.0,2023-08-11,3.7,Cash
1573,4065,Cardigan,109.0,2023-07-05,3.0,Credit Card
1574,4078,Raincoat,160.0,2023-05-12,3.0,Credit Card
1575,4020,Jacket,110.0,2023-08-27,3.8,Cash
1576,4028,Flip-Flops,127.0,2023-03-18,1.2,Cash
1577,3994,Trousers,182.0,2023-09-10,1.8,Cash
1578,4049,Shorts,86.0,2023-04-16,1.0,Credit Card
1579,4078,Swimsuit,161.0,2023-03-03,3.3,Cash
1580,4051,Hoodie,110.0,2022-12-22,4.6,Cash
1581,4035,Dress,110.0,2023-09-08,1.9,Credit Card
1582,3962,Loafers,110.0,2023-09-24,4.7,Cash
1583,4122,Pants,56.0,2022-12-10,2.1,Cash
1584,4112,Hat,46.0,2023-03-02,3.0,Cash
1585,3965,Belt,117.0,2022-10-07,1.8,Credit Card
1586,3970,Flannel Shirt,157.0,2023-03-19,2.3,Credit Card
1587,4018,Trousers,57.0,2023-08-15,2.0,Credit Card
1588,4021,Loafers,147.0,2023-09-30,2.1,Cash
1589,4098,Hat,175.0,2023-08-30,2.6,Cash
1590,4055,Umbrella,54.0,2022-12-18,3.6,Credit Card
1591,4036,Belt,135.0,2022-10-30,2.6,Credit Card
1592,4120,Pants,57.0,2023-06-24,1.2,Credit Card
1593,4049,Wallet,125.0,2023-01-03,4.0,Credit Card
1594,3988,Umbrella,101.0,2023-01-29,1.8,Credit Card
1595,4093,Blazer,134.0,2023-03-23,4.0,Cash
1596,4017,Flip-Flops,110.0,2023-01-28,3.7,Cash
1597,4070,Cardigan,153.0,2022-10-17,4.3,Credit Card
1598,4056,Raincoat,136.0,2023-07-20,1.2,Credit Card
1599,3959,Skirt,135.0,2023-06-07,3.3,Credit Card
1600,4057,Sneakers,123.0,2023-05-08,2.0,Credit Card
1601,4022,Kimono,31.0,2023-05-09,2.2,Cash
1602,4034,Wallet,66.0,2023-08-09,1.7,Credit Card
1603,3980,Swimsuit,80.0,2022-11-23,3.0,Credit Card
1604,4017,Sandals,83.0,2023-08-16,3.9,Credit Card
1605,4033,Romper,110.0,2023-02-12,2.6,Cash
1606,4010,Jacket,200.0,2023-07-15,4.7,Cash
1607,3998,T-shirt,136.0,2023-08-15,3.4,Credit Card
1608,4069,Pants,38.0,2023-04-25,3.7,Credit Card
1609,4118,Jumpsuit,78.0,2022-12-05,1.3,Credit Card
1610,4038,Backpack,103.0,2023-07-20,1.0,Cash
1611,4121,Pants,20.0,2023-07-08,3.1,Credit Card
1612,4061,Leggings,122.0,2022-10-19,2.6500000000000004,Credit Card
1613,3965,Pants,118.0,2023-08-30,3.1,Credit Card
1614,4027,Pajamas,110.0,2023-04-09,1.0,Cash
1615,3977,Bowtie,73.0,2023-04-25,3.9,Credit Card
1616,4082,Camisole,18.0,2023-07-02,1.4,Cash
1617,4077,Onesie,99.0,2022-12-08,3.6,Credit Card
1618,4062,Jacket,32.0,2022-10-04,4.0,Cash
1619,4042,Shorts,40.0,2022-11-14,2.1,Cash
1620,4065,Sunglasses,70.0,2023-06-01,2.2,Cash
1621,3982,Belt,198.0,2023-09-04,3.1,Cash
1622,3998,Camisole,99.0,2023-04-06,1.6,Credit Card
1623,4023,Sneakers,166.0,2023-02-04,4.7,Cash
1624,4086,Pants,52.0,2023-08-19,4.7,Cash
1625,3973,Hoodie,62.0,2022-10-03,3.5,Cash
1626,4047,Leggings,25.0,2023-05-19,4.2,Cash
1627,4064,Blouse,146.0,2023-08-13,4.7,Cash
1628,4111,Hat,147.0,2023-04-29,1.5,Credit Card
1629,4097,Jumpsuit,110.0,2023-04-29,2.8,Credit Card
1630,4040,Pajamas,84.0,2022-11-22,3.8,Cash
1631,4073,Raincoat,78.0,2023-06-28,1.1,Credit Card
1632,3964,Leggings,141.0,2023-05-10,1.3,Cash
1633,3970,Kimono,183.0,2023-07-21,1.9,Cash
1634,4121,Belt,44.0,2023-03-21,2.5,Credit Card
1635,4121,Onesie,115.0,2023-06-04,3.1,Cash
1636,4004,Tank Top,80.0,2022-12-19,2.9,Credit Card
1637,4118,Tie,42.0,2023-08-31,1.1,Cash
1638,4070,Loafers,43.0,2023-08-26,3.6,Credit Card
1639,4121,Handbag,192.0,2023-02-27,4.5,Cash
1640,3991,Trousers,73.0,2022-10-05,3.9,Credit Card
1641,3957,Blouse,183.0,2023-03-09,2.1,Credit Card
1642,4059,Backpack,46.0,2023-02-05,4.9,Credit Card
1643,4008,Boots,78.0,2023-03-08,3.8,Cash
1644,4117,Pajamas,106.0,2023-06-10,5.0,Credit Card
1645,4035,Tie,172.0,2023-02-10,3.1,Cash
1646,4037,Sun Hat,33.0,2022-12-02,4.4,Cash
1647,4104,Kimono,81.0,2023-09-30,3.8,Cash
1648,3978,Polo Shirt,104.0,2022-12-24,3.9,Cash
1649,3985,Polo Shirt,134.0,2023-03-13,2.1,Cash
1650,3997,Kimono,10.0,2023-01-25,2.95,Credit Card
1651,4020,Polo Shirt,197.0,2022-11-08,4.3,Credit Card
1652,4089,Polo Shirt,110.0,2023-09-03,2.5,Cash
1653,3990,Gloves,172.0,2023-01-09,3.9,Credit Card
1654,4109,Pajamas,101.0,2023-06-05,2.3,Credit Card
1655,4062,Hoodie,146.0,2023-09-05,2.6,Cash
1656,4038,Slippers,119.0,2023-08-14,2.5,Credit Card
1657,4072,Romper,136.0,2023-03-12,4.1,Credit Card
1658,4079,Tie,82.0,2023-04-27,3.7,Credit Card
1659,3991,Flannel Shirt,157.0,2022-11-20,3.7,Credit Card
1660,4023,Sunglasses,110.0,2022-10-08,4.8,Credit Card
1661,4001,Jumpsuit,97.0,2022-10-28,3.3,Credit Card
1662,4108,Tank Top,22.0,2023-06-13,1.6,Credit Card
1663,4040,Poncho,110.0,2023-06-09,3.6,Credit Card
1664,4029,Gloves,127.0,2023-06-12,3.2,Cash
1665,4007,Tank Top,110.0,2023-01-10,4.6,Credit Card
1666,3978,Hoodie,50.0,2023-08-26,4.7,Credit Card
1667,4063,Boots,10.0,2022-12-27,1.6,Cash
1668,4051,Swimsuit,119.0,2022-11-08,3.5,Cash
1669,4003,T-shirt,186.0,2023-06-13,4.4,Credit Card
1670,4057,Scarf,176.0,2023-03-30,4.9,Credit Card
1671,4053,Jeans,80.0,2022-11-02,4.3,Cash
1672,4103,Swimsuit,110.0,2023-01-25,4.3,Credit Card
1673,4014,Sun Hat,31.0,2023-05-04,5.0,Cash
1674,3962,Onesie,176.0,2022-11-15,3.1,Cash
1675,3962,Blouse,110.0,2023-07-23,2.0,Credit Card
1676,4099,Shorts,88.0,2023-09-06,4.8,Credit Card
1677,4122,Sweater,69.0,2023-01-01,3.7,Credit Card
1678,4113,Raincoat,33.0,2022-10-25,3.0,Cash
1679,4117,Swimsuit,10.0,2022-12-16,4.3,Credit Card
1680,4015,Jumpsuit,29.0,2023-09-22,4.7,Cash
1681,3979,Blouse,110.0,2023-03-21,4.3,Cash
1682,4075,Cardigan,184.0,2023-08-16,2.4,Credit Card
1683,4007,Overalls,12.0,2023-07-27,4.0,Cash
1684,4024,Pants,40.0,2023-08-03,3.6,Credit Card
1685,4000,Sun Hat,118.0,2022-11-07,4.3,Cash
1686,3969,Tie,132.0,2023-07-31,1.8,Credit Card
1687,4059,Boots,110.0,2023-01-11,3.4,Credit Card
1688,4115,Scarf,197.0,2023-06-23,3.0,Credit Card
1689,4066,Gloves,36.0,2023-06-06,1.6,Credit Card
1690,4110,Sweater,86.0,2023-01-09,3.1500000000000004,Cash
1691,4023,Poncho,110.0,2023-01-17,2.0,Cash
1692,3995,Blouse,44.0,2023-05-25,4.3,Cash
1693,3979,Shorts,183.0,2022-10-22,1.4,Credit Card
1694,4051,Tank Top,110.0,2023-01-07,1.1,Credit Card
1695,4000,Romper,12.0,2023-03-03,3.4,Cash
1696,4102,Pants,52.0,2023-01-04,1.7,Credit Card
1697,3987,Pajamas,194.0,2023-03-01,1.3,Credit Card
1698,3960,Camisole,48.0,2023-03-09,4.8,Credit Card
1699,4091,Jeans,167.0,2023-02-19,2.4,Cash
1700,4068,Tank Top,65.0,2023-05-19,3.8,Cash
1701,4073,Belt,110.0,2023-02-25,2.6,Credit Card
1702,4083,Swimsuit,110.0,2023-07-10,2.7,Credit Card
1703,3987,Sweater,160.0,2023-08-09,2.9,Credit Card
1704,4014,Tank Top,99.0,2022-10-02,1.2,Cash
1705,4009,Skirt,90.0,2023-02-17,1.1,Credit Card
1706,4005,Wallet,73.0,2023-06-11,1.1,Cash
1707,4025,Slippers,31.0,2023-05-10,4.4,Cash
1708,4030,Jacket,163.0,2022-10-15,3.2,Cash
1709,4083,Onesie,165.0,2023-05-17,3.1,Cash
1710,4054,Loafers,186.0,2023-07-02,3.5,Credit Card
1711,3990,Coat,110.0,2023-05-02,4.9,Credit Card
1712,4067,Jeans,87.0,2022-12-06,1.1,Credit Card
1713,4009,Pants,165.0,2023-01-25,3.1,Credit Card
1714,4110,Swimsuit,110.0,2023-03-12,4.6,Credit Card
1715,4012,Pants,23.0,2022-11-04,3.2,Cash
1716,4029,Hoodie,71.0,2022-10-04,2.9,Cash
1717,4005,Boots,38.0,2023-09-21,3.9,Cash
1718,4064,Jacket,173.0,2023-05-30,2.8,Cash
1719,4003,T-shirt,145.0,2023-05-01,2.0,Credit Card
1720,4061,Sunglasses,13.0,2023-03-15,1.1,Cash
1721,3994,Tie,91.0,2022-11-10,4.1,Cash
1722,3964,Pants,110.0,2023-08-09,1.9,Cash
1723,4031,Tunic,155.0,2022-11-07,1.0,Credit Card
1724,4024,Hat,149.0,2023-05-31,4.5,Cash
1725,4017,Onesie,130.0,2023-08-20,4.7,Cash
1726,4115,Poncho,28.0,2022-10-19,3.0,Credit Card
1727,4072,Blouse,110.0,2023-09-19,3.8,Credit Card
1728,4020,Poncho,110.0,2023-07-14,4.7,Credit Card
1729,4051,Flannel Shirt,20.0,2023-04-02,1.2,Cash
1730,4106,Tank Top,111.0,2022-11-16,3.8,Cash
1731,4122,Blazer,170.0,2023-06-06,4.6,Cash
1732,4074,Onesie,116.0,2023-09-22,1.7,Credit Card
1733,3978,Tie,112.0,2023-02-01,2.3,Cash
1734,3959,Camisole,110.0,2023-09-03,1.6,Credit Card
1735,4077,Trousers,167.0,2022-12-26,1.8,Cash
1736,3991,Bowtie,110.0,2023-07-04,1.0,Cash
1737,4039,Backpack,110.0,2023-08-01,4.2,Cash
1738,4058,Tank Top,110.0,2023-03-28,4.1,Credit Card
1739,4011,T-shirt,49.0,2022-11-11,3.3,Cash
1740,4055,Cardigan,110.0,2023-02-16,2.4,Cash
1741,4065,Shorts,176.0,2023-03-31,4.4,Credit Card
1742,4109,Pants,26.0,2023-04-16,2.8,Credit Card
1743,4022,Sweater,121.0,2023-01-08,4.6,Cash
1744,3975,Backpack,71.0,2023-02-09,1.6,Cash
1745,3981,Dress,110.0,2022-10-20,4.8,Credit Card
1746,4099,Loafers,110.0,2023-08-07,2.8,Cash
1747,3972,Tunic,126.0,2022-11-08,3.8,Credit Card
1748,3970,Hat,24.0,2023-07-14,2.6,Cash
1749,4042,Trench Coat,199.0,2023-04-01,3.8,Cash
1750,4017,Coat,54.0,2023-06-19,1.4,Cash
1751,4077,T-shirt,110.0,2022-10-02,2.1,Cash
1752,4047,Vest,189.0,2023-03-27,2.7,Credit Card
1753,4112,Belt,110.0,2023-03-28,3.1,Credit Card
1754,4110,Umbrella,98.0,2023-07-07,4.8,Cash
1755,3968,Overalls,194.0,2022-11-11,2.6,Credit Card
1756,3958,Sun Hat,105.0,2022-11-19,4.6,Credit Card
1757,4021,Romper,110.0,2023-03-15,1.5,Cash
1758,4086,Sandals,78.0,2023-05-21,3.3,Credit Card
1759,4115,Sunglasses,40.0,2023-02-12,2.8,Cash
1760,4054,Trench Coat,17.0,2023-02-17,2.5,Cash
1761,4034,Blazer,119.0,2023-08-15,1.3,Credit Card
1762,4058,Romper,26.0,2023-04-20,1.7,Credit Card
1763,4051,Gloves,157.0,2023-09-09,3.2,Credit Card
1764,3990,Belt,137.0,2023-04-07,1.6,Credit Card
1765,4100,Coat,102.0,2023-02-06,3.8,Cash
1766,3967,Sneakers,110.0,2023-08-06,2.9,Credit Card
1767,4105,Hoodie,52.0,2023-09-08,2.9,Credit Card
1768,4002,Flannel Shirt,75.0,2022-11-30,1.5,Cash
1769,4023,Pajamas,156.0,2023-04-23,3.3,Credit Card
1770,4000,Blouse,39.0,2022-10-26,3.0,Credit Card
1771,4085,Poncho,140.0,2023-08-29,1.5,Cash
1772,4083,Scarf,110.0,2023-06-10,4.4,Cash
1773,4043,Vest,13.0,2023-06-01,1.8,Credit Card
1774,4076,Flip-Flops,130.0,2022-10-03,2.9,Credit Card
1775,3990,Sweater,48.0,2022-10-27,3.1500000000000004,Credit Card
1776,3979,Gloves,110.0,2023-02-24,3.5,Cash
1777,4038,Vest,19.0,2022-10-07,4.2,Cash
1778,4092,Hat,192.0,2023-07-29,1.5,Cash
1779,4067,Poncho,117.0,2023-02-04,4.4,Credit Card
1780,3993,Sun Hat,73.0,2022-10-08,3.8,Cash
1781,4023,Loafers,194.0,2023-03-10,4.9,Credit Card
1782,3986,Jacket,29.0,2023-03-14,2.0,Cash
1783,4037,Tank Top,40.0,2023-03-10,4.4,Credit Card
1784,3968,Overalls,23.0,2022-12-01,1.9,Cash
1785,3989,Onesie,110.0,2023-07-05,1.2,Credit Card
1786,4084,Leggings,21.0,2023-02-20,4.5,Cash
1787,4028,Backpack,27.0,2022-10-11,1.1,Credit Card
1788,4049,Backpack,82.0,2023-02-06,4.7,Credit Card
1789,4067,Vest,89.0,2023-08-07,3.4,Cash
1790,4029,Pajamas,151.0,2023-10-01,4.0,Cash
1791,4024,Coat,104.0,2023-07-08,3.5,Credit Card
1792,4113,Sweater,154.0,2022-12-17,4.6,Cash
1793,4024,Swimsuit,199.0,2023-01-01,4.0,Cash
1794,4089,Backpack,128.0,2022-11-12,3.4,Credit Card
1795,4037,Belt,136.0,2023-07-05,4.1,Cash
1796,4068,Socks,60.0,2022-10-14,1.1,Credit Card
1797,3999,Sneakers,149.0,2023-09-15,2.9,Credit Card
1798,4037,Skirt,72.0,2023-01-17,3.3,Credit Card
1799,4082,Skirt,110.0,2023-07-30,1.6,Credit Card
1800,3995,Jacket,16.0,2023-04-15,2.5,Credit Card
1801,4099,Swimsuit,98.0,2023-04-21,2.9,Credit Card
1802,4119,Loafers,187.0,2022-12-23,4.7,Credit Card
1803,4069,Jumpsuit,95.0,2022-10-22,3.1,Cash
